source,type,year,var_short,value,iso3,var_long,residence,san_service_chain
GA,Admin,2012,s_sew_r,100,AND,Sewer,rural,user interface
GA,Admin,2000,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2001,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2002,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2003,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2004,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2005,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2006,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2007,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2008,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2009,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2010,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2011,s_lat_r,0,AND,Latrines and other improved,rural,user interface
GA,Admin,2012,s_lat_r,0,AND,Latrines and other improved,rural,user interface
MICS,Survey with microdata,2001,s_imp_u,63.84149659863945,AGO,Improved,urban,user interface
MIS,Survey with microdata,2007,s_imp_u,83.7,AGO,Improved,urban,user interface
IBEP,Survey with microdata,2009,s_imp_u,80.09425679298414,AGO,Improved,urban,user interface
MIS,Survey with microdata,2011,s_imp_u,88.00900450520017,AGO,Improved,urban,user interface
QUIBB,Survey with microdata,2011,s_imp_u,90.1139015908832,AGO,Improved,urban,user interface
CEN,Census,2014,s_imp_u,81.76164206353407,AGO,Improved,urban,user interface
IIMS,Survey with microdata,2016,s_imp_u,87.31857000000001,AGO,Improved,urban,user interface
MICS,Survey with microdata,2001,s_sew_u,18.5,AGO,Sewer,urban,user interface
MIS,Survey with microdata,2007,s_sew_u,14.4,AGO,Sewer,urban,user interface
IBEP,Survey with microdata,2009,s_sew_u,22.52074765570821,AGO,Sewer,urban,user interface
MIS,Survey with microdata,2011,s_sew_u,19.1935968983795,AGO,Sewer,urban,user interface
QUIBB,Survey with microdata,2011,s_sew_u,31.7,AGO,Sewer,urban,user interface
IIMS,Survey with microdata,2016,s_sew_u,11.67932,AGO,Sewer,urban,user interface
MICS,Survey with microdata,2001,s_sep_u,11.2,AGO,Septic,urban,user interface
MIS,Survey with microdata,2007,s_sep_u,35,AGO,Septic,urban,user interface
IBEP,Survey with microdata,2009,s_sep_u,26.092576759270873,AGO,Septic,urban,user interface
MIS,Survey with microdata,2011,s_sep_u,22.6111664298959,AGO,Septic,urban,user interface
QUIBB,Survey with microdata,2011,s_sep_u,37.6,AGO,Septic,urban,user interface
CEN,Census,2014,s_sep_u,76.23906123519723,AGO,Septic,urban,user interface
IIMS,Survey with microdata,2016,s_sep_u,75.63925,AGO,Septic,urban,user interface
MICS,Survey with microdata,2001,s_lat_u,34.14149659863945,AGO,Latrines and other improved,urban,user interface
QUIBB,Survey with microdata,2004,s_lat_u,18.65148999999999,AGO,Latrines and other improved,urban,user interface
MIS,Survey with microdata,2007,s_lat_u,34.300000000000004,AGO,Latrines and other improved,urban,user interface
IBEP,Survey with microdata,2009,s_lat_u,31.480932378005058,AGO,Latrines and other improved,urban,user interface
MIS,Survey with microdata,2011,s_lat_u,46.20424117692477,AGO,Latrines and other improved,urban,user interface
QUIBB,Survey with microdata,2011,s_lat_u,20.81390159088319,AGO,Latrines and other improved,urban,user interface
CEN,Census,2014,s_lat_u,0,AGO,Latrines and other improved,urban,user interface
IIMS,Survey with microdata,2016,s_lat_u,0,AGO,Latrines and other improved,urban,user interface
MICS,Survey with microdata,2001,s_od_u,24.2,AGO,Open defecation,urban,open defecation
MIS,Survey with microdata,2007,s_od_u,3,AGO,Open defecation,urban,open defecation
IBEP,Survey with microdata,2009,s_od_u,10.259681581530536,AGO,Open defecation,urban,open defecation
MIS,Survey with microdata,2011,s_od_u,4.04298882332235,AGO,Open defecation,urban,open defecation
QUIBB,Survey with microdata,2011,s_od_u,6.7,AGO,Open defecation,urban,open defecation
IIMS,Survey with microdata,2016,s_od_u,7.76058,AGO,Open defecation,urban,open defecation
IIMS,Survey with microdata,2016,s_shared_u,30.270050000000005,AGO,Shared,urban,sharing
MICS,Survey with microdata,2001,s_imp_r,11.1125,AGO,Improved,rural,user interface
MIS,Survey with microdata,2007,s_imp_r,18.299999999999997,AGO,Improved,rural,user interface
IBEP,Survey with microdata,2009,s_imp_r,19.62505690505089,AGO,Improved,rural,user interface
MIS,Survey with microdata,2011,s_imp_r,17.507953355802385,AGO,Improved,rural,user interface
QUIBB,Survey with microdata,2011,s_imp_r,24.510059427876552,AGO,Improved,rural,user interface
CEN,Census,2014,s_imp_r,25.876792014886128,AGO,Improved,rural,user interface
IIMS,Survey with microdata,2016,s_imp_r,29.36774,AGO,Improved,rural,user interface
MICS,Survey with microdata,2001,s_sew_r,2.2,AGO,Sewer,rural,user interface
MIS,Survey with microdata,2007,s_sew_r,0.2,AGO,Sewer,rural,user interface
IBEP,Survey with microdata,2009,s_sew_r,2.5930986374288603,AGO,Sewer,rural,user interface
MIS,Survey with microdata,2011,s_sew_r,0.522772179788064,AGO,Sewer,rural,user interface
QUIBB,Survey with microdata,2011,s_sew_r,0.7,AGO,Sewer,rural,user interface
IIMS,Survey with microdata,2016,s_sew_r,2.29666,AGO,Sewer,rural,user interface
MICS,Survey with microdata,2001,s_sep_r,1.3,AGO,Septic,rural,user interface
MIS,Survey with microdata,2007,s_sep_r,4,AGO,Septic,rural,user interface
IBEP,Survey with microdata,2009,s_sep_r,12.589355121679088,AGO,Septic,rural,user interface
MIS,Survey with microdata,2011,s_sep_r,3.21411631056749,AGO,Septic,rural,user interface
QUIBB,Survey with microdata,2011,s_sep_r,6,AGO,Septic,rural,user interface
CEN,Census,2014,s_sep_r,25.35086932769342,AGO,Septic,rural,user interface
IIMS,Survey with microdata,2016,s_sep_r,27.07108,AGO,Septic,rural,user interface
MICS,Survey with microdata,2001,s_lat_r,7.612500000000001,AGO,Latrines and other improved,rural,user interface
QUIBB,Survey with microdata,2004,s_lat_r,22.47407,AGO,Latrines and other improved,rural,user interface
MIS,Survey with microdata,2007,s_lat_r,14.099999999999998,AGO,Latrines and other improved,rural,user interface
IBEP,Survey with microdata,2009,s_lat_r,4.442603145942943,AGO,Latrines and other improved,rural,user interface
MIS,Survey with microdata,2011,s_lat_r,13.771064865446832,AGO,Latrines and other improved,rural,user interface
QUIBB,Survey with microdata,2011,s_lat_r,17.810059427876553,AGO,Latrines and other improved,rural,user interface
CEN,Census,2014,s_lat_r,3.552713678800501e-15,AGO,Latrines and other improved,rural,user interface
IIMS,Survey with microdata,2016,s_lat_r,-3.552713678800501e-15,AGO,Latrines and other improved,rural,user interface
MICS,Survey with microdata,2001,s_od_r,73.4,AGO,Open defecation,rural,open defecation
MIS,Survey with microdata,2007,s_od_r,50.9,AGO,Open defecation,rural,open defecation
IBEP,Survey with microdata,2009,s_od_r,63.45610093378435,AGO,Open defecation,rural,open defecation
MIS,Survey with microdata,2011,s_od_r,62.2892012245001,AGO,Open defecation,rural,open defecation
QUIBB,Survey with microdata,2011,s_od_r,49.1,AGO,Open defecation,rural,open defecation
IIMS,Survey with microdata,2016,s_od_r,62.78523,AGO,Open defecation,rural,open defecation
IIMS,Survey with microdata,2016,s_shared_r,20.40486,AGO,Shared,rural,sharing
CEN,Census,2001,s_imp_u,92.535,AIA,Improved,urban,user interface
CPA,Survey,2002,s_imp_u,95,AIA,Improved,urban,user interface
CPA,Survey,2009,s_imp_u,96.8,AIA,Improved,urban,user interface
CEN,Census,2011,s_imp_u,98.35,AIA,Improved,urban,user interface
CPA,Survey,2009,s_sew_u,1.2,AIA,Sewer,urban,user interface
CPA,Survey,2009,s_sep_u,93.9,AIA,Septic,urban,user interface
CPA,Survey,2009,s_lat_u,1.7000000000000028,AIA,Latrines and other improved,urban,user interface
CEN,Census,2001,s_od_u,2.09,AIA,Open defecation,urban,open defecation
CEN,Census,2011,s_od_u,0.8,AIA,Open defecation,urban,open defecation
CEN,Census,2011,s_shared_u,2.4,AIA,Shared,urban,sharing
CEN,Census,2001,s_imp_n,86.53779342723006,ATG,Improved,national,user interface
LCHBS,Survey,2005,s_imp_n,88.75000000000001,ATG,Improved,national,user interface
CEN,Census,2011,s_imp_n,90.71519524617996,ATG,Improved,national,user interface
LCHBS,Survey,2005,s_sew_n,4.2,ATG,Sewer,national,user interface
CEN,Census,2011,s_sew_n,1.8864365214110543,ATG,Sewer,national,user interface
LCHBS,Survey,2005,s_sep_n,72.9,ATG,Septic,national,user interface
CEN,Census,2011,s_sep_n,77.70349933974721,ATG,Septic,national,user interface
LCHBS,Survey,2005,s_lat_n,11.650000000000006,ATG,Latrines and other improved,national,user interface
CEN,Census,2011,s_lat_n,11.125259385021693,ATG,Latrines and other improved,national,user interface
CEN,Census,2001,s_od_n,1.4,ATG,Open defecation,national,open defecation
LCHBS,Survey,2005,s_od_n,0.7,ATG,Open defecation,national,open defecation
CEN,Census,2011,s_od_n,0.5223071118656857,ATG,Open defecation,national,open defecation
CEN,Census,2011,s_shared_n,4.553484614015146,ATG,Shared,national,sharing
CEN,Census,2001,s_imp_u,91.68101362543348,ARG,Improved,urban,user interface
ENFR,Survey with microdata,2005,s_imp_u,97.378955,ARG,Improved,urban,user interface
ENGH,Survey with microdata,2005,s_imp_u,94.050335,ARG,Improved,urban,user interface
ENFR,Survey with microdata,2009,s_imp_u,98.58593032525911,ARG,Improved,urban,user interface
CEN,Census,2010,s_imp_u,97.92016920730724,ARG,Improved,urban,user interface
MICS,Survey with microdata,2012,s_imp_u,96.05926,ARG,Improved,urban,user interface
ENGH,Survey with microdata,2013,s_imp_u,97.94593499999998,ARG,Improved,urban,user interface
ENFR,Survey with microdata,2013,s_imp_u,98.73683032525912,ARG,Improved,urban,user interface
ENFR,Survey with microdata,2018,s_imp_u,99.00468532525912,ARG,Improved,urban,user interface
ENGH,Survey with microdata,2018,s_imp_u,98.89891032525914,ARG,Improved,urban,user interface
CEN,Census,2001,s_sew_u,47.27778690004656,ARG,Sewer,urban,user interface
ENFR,Survey with microdata,2005,s_sew_u,55.04406,ARG,Sewer,urban,user interface
ENGH,Survey with microdata,2005,s_sew_u,51.17448,ARG,Sewer,urban,user interface
ENFR,Survey with microdata,2009,s_sew_u,59.14328999999999,ARG,Sewer,urban,user interface
CEN,Census,2010,s_sew_u,53.81238668282549,ARG,Sewer,urban,user interface
MICS,Survey with microdata,2012,s_sew_u,57.9711,ARG,Sewer,urban,user interface
ENGH,Survey with microdata,2013,s_sew_u,59.73524999999999,ARG,Sewer,urban,user interface
ENFR,Survey with microdata,2013,s_sew_u,61.43123,ARG,Sewer,urban,user interface
ENFR,Survey with microdata,2018,s_sew_u,63.99627,ARG,Sewer,urban,user interface
ENGH,Survey with microdata,2018,s_sew_u,63.52157,ARG,Sewer,urban,user interface
CEN,Census,2001,s_sep_u,24.692884222726537,ARG,Septic,urban,user interface
ENFR,Survey with microdata,2005,s_sep_u,27.86918,ARG,Septic,urban,user interface
ENGH,Survey with microdata,2005,s_sep_u,26.59808,ARG,Septic,urban,user interface
ENFR,Survey with microdata,2009,s_sep_u,26.95173,ARG,Septic,urban,user interface
CEN,Census,2010,s_sep_u,25.412070189872487,ARG,Septic,urban,user interface
MICS,Survey with microdata,2012,s_sep_u,21.59537,ARG,Septic,urban,user interface
ENGH,Survey with microdata,2013,s_sep_u,22.60573,ARG,Septic,urban,user interface
ENFR,Survey with microdata,2013,s_sep_u,25.40266,ARG,Septic,urban,user interface
ENFR,Survey with microdata,2018,s_sep_u,21.31217,ARG,Septic,urban,user interface
ENGH,Survey with microdata,2018,s_sep_u,24.34994,ARG,Septic,urban,user interface
CEN,Census,2001,s_lat_u,19.710342502660367,ARG,Latrines and other improved,urban,user interface
ENFR,Survey with microdata,2005,s_lat_u,14.465714999999989,ARG,Latrines and other improved,urban,user interface
ENGH,Survey with microdata,2005,s_lat_u,16.277775000000005,ARG,Latrines and other improved,urban,user interface
ENFR,Survey with microdata,2009,s_lat_u,12.490910325259136,ARG,Latrines and other improved,urban,user interface
CEN,Census,2010,s_lat_u,18.695712334609254,ARG,Latrines and other improved,urban,user interface
MICS,Survey with microdata,2012,s_lat_u,16.49279,ARG,Latrines and other improved,urban,user interface
ENGH,Survey with microdata,2013,s_lat_u,15.604954999999975,ARG,Latrines and other improved,urban,user interface
ENFR,Survey with microdata,2013,s_lat_u,11.902940325259124,ARG,Latrines and other improved,urban,user interface
ENFR,Survey with microdata,2018,s_lat_u,13.696245325259127,ARG,Latrines and other improved,urban,user interface
ENGH,Survey with microdata,2018,s_lat_u,11.027400325259135,ARG,Latrines and other improved,urban,user interface
ENFR,Survey with microdata,2005,s_od_u,0.70724,ARG,Open defecation,urban,open defecation
ENFR,Survey with microdata,2009,s_od_u,0.43513,ARG,Open defecation,urban,open defecation
CEN,Census,2010,s_od_u,2.0697131017463155,ARG,Open defecation,urban,open defecation
MICS,Survey with microdata,2012,s_od_u,2.8144399999999994,ARG,Open defecation,urban,open defecation
ENGH,Survey with microdata,2013,s_od_u,1.12689,ARG,Open defecation,urban,open defecation
ENFR,Survey with microdata,2013,s_od_u,0.68834,ARG,Open defecation,urban,open defecation
ENFR,Survey with microdata,2018,s_od_u,0.24534,ARG,Open defecation,urban,open defecation
ENGH,Survey with microdata,2018,s_od_u,0.5451,ARG,Open defecation,urban,open defecation
WWT,Admin,2020,s_sew_rtp_u,84.61538461538461,ARG,Sewage reaches treatment plant,rural,transport
WWT,Admin,2020,s_treat_wtp_u,54,ARG,Treated at wastewater treatment plant,urban,WW treatment
CEN,Census,2001,s_shared_u,4.433999263482724,ARG,Shared,urban,sharing
ENFR,Survey with microdata,2005,s_shared_u,2.320741935228509,ARG,Shared,urban,sharing
ENGH,Survey with microdata,2005,s_shared_u,3.635833208142164,ARG,Shared,urban,sharing
ENFR,Survey with microdata,2009,s_shared_u,1.60756486384897,ARG,Shared,urban,sharing
CEN,Census,2010,s_shared_u,4.3999999999999995,ARG,Shared,urban,sharing
MICS,Survey with microdata,2012,s_shared_u,3.1801284879975564,ARG,Shared,urban,sharing
ENGH,Survey with microdata,2013,s_shared_u,3.904789817199382,ARG,Shared,urban,sharing
ENFR,Survey with microdata,2013,s_shared_u,1.121632936480118,ARG,Shared,urban,sharing
ENFR,Survey with microdata,2018,s_shared_u,1.1555167283075425,ARG,Shared,urban,sharing
ENGH,Survey with microdata,2018,s_shared_u,1.1555167283075425,ARG,Shared,urban,sharing
CEN,Census,2001,s_imp_r,74.39031024969668,ARG,Improved,rural,user interface
ENGH,Survey with microdata,2005,s_imp_r,73.61014499999999,ARG,Improved,rural,user interface
CEN,Census,2010,s_imp_r,80.091073369892,ARG,Improved,rural,user interface
CEN,Census,2001,s_sew_r,1.9834229251057856,ARG,Sewer,rural,user interface
ENGH,Survey with microdata,2005,s_sew_r,2.05585,ARG,Sewer,rural,user interface
CEN,Census,2010,s_sew_r,4.511673856126879,ARG,Sewer,rural,user interface
CEN,Census,2001,s_sep_r,28.33922366004531,ARG,Septic,rural,user interface
ENGH,Survey with microdata,2005,s_sep_r,24.16252,ARG,Septic,rural,user interface
CEN,Census,2010,s_sep_r,37.4803707581056,ARG,Septic,rural,user interface
CEN,Census,2001,s_lat_r,44.06766366454559,ARG,Latrines and other improved,rural,user interface
ENGH,Survey with microdata,2005,s_lat_r,47.39177499999999,ARG,Latrines and other improved,rural,user interface
CEN,Census,2010,s_lat_r,38.099028755659525,ARG,Latrines and other improved,rural,user interface
CEN,Census,2010,s_od_r,7.688740740070118,ARG,Open defecation,rural,open defecation
CEN,Census,2001,s_shared_r,6.216632701309686,ARG,Shared,rural,sharing
ENGH,Survey with microdata,2005,s_shared_r,3.0617307914427254,ARG,Shared,rural,sharing
CEN,Census,2010,s_shared_r,5.5,ARG,Shared,rural,sharing
WW,Admin,2007,s_treat_wtp_n,45.29553679131483,ARM,Treated at wastewater treatment plant,national,WW treatment
WW,Admin,2015,s_treat_wtp_n,69.0429205722743,ARM,Treated at wastewater treatment plant,national,WW treatment
WW,Admin,2016,s_treat_wtp_n,69.35169546576587,ARM,Treated at wastewater treatment plant,national,WW treatment
WW,Admin,2017,s_treat_wtp_n,58.024691358024704,ARM,Treated at wastewater treatment plant,national,WW treatment
WW,Admin,2018,s_treat_wtp_n,63.649730436203235,ARM,Treated at wastewater treatment plant,national,WW treatment
WW,Admin,2019,s_treat_wtp_n,71.01103863522327,ARM,Treated at wastewater treatment plant,national,WW treatment
ASB,Admin,2000,s_imp_u,97.08196721311477,ARM,Improved,urban,user interface
DHS,Survey with microdata,2000,s_imp_u,97.96666666666668,ARM,Improved,urban,user interface
ASB,Admin,2001,s_imp_u,96.85245901639344,ARM,Improved,urban,user interface
CEN,Census,2001,s_imp_u,97.865337596508,ARM,Improved,urban,user interface
ASB,Admin,2002,s_imp_u,97.08196721311477,ARM,Improved,urban,user interface
ASB,Admin,2003,s_imp_u,97.52459016393443,ARM,Improved,urban,user interface
ASB,Admin,2004,s_imp_u,96.55737704918032,ARM,Improved,urban,user interface
ASB,Admin,2005,s_imp_u,97.2622950819672,ARM,Improved,urban,user interface
DHS,Survey with microdata,2005,s_imp_u,98.5,ARM,Improved,urban,user interface
ASB,Admin,2006,s_imp_u,98.37704918032787,ARM,Improved,urban,user interface
ASB,Admin,2007,s_imp_u,98.42622950819673,ARM,Improved,urban,user interface
ASB,Admin,2008,s_imp_u,98.54098360655738,ARM,Improved,urban,user interface
DHS,Survey with microdata,2010,s_imp_u,99.06666666666666,ARM,Improved,urban,user interface
ASB,Admin,2010,s_imp_u,99.36065573770492,ARM,Improved,urban,user interface
ASB,Admin,2011,s_imp_u,99.40983606557376,ARM,Improved,urban,user interface
CEN,Census,2011,s_imp_u,97.12604434342217,ARM,Improved,urban,user interface
ASB,Admin,2012,s_imp_u,99.32786885245902,ARM,Improved,urban,user interface
ASB,Admin,2013,s_imp_u,99.37704918032787,ARM,Improved,urban,user interface
ASB,Admin,2014,s_imp_u,99.1639344262295,ARM,Improved,urban,user interface
ASB,Admin,2015,s_imp_u,99.40983606557376,ARM,Improved,urban,user interface
ASB,Admin,2016,s_imp_u,99.36065573770492,ARM,Improved,urban,user interface
DHS,Survey with microdata,2016,s_imp_u,99.62961166666668,ARM,Improved,urban,user interface
ASB,Admin,2017,s_imp_u,99.63934426229508,ARM,Improved,urban,user interface
ASB,Admin,2018,s_imp_u,99.68852459016394,ARM,Improved,urban,user interface
ASB,Admin,2000,s_sew_u,82.2,ARM,Sewer,urban,user interface
DHS,Survey with microdata,2000,s_sew_u,90.3,ARM,Sewer,urban,user interface
